age,annual_income,spending_score,num_purchases,gender_Female,gender_Male,city_Bangalore,city_Chennai,city_Delhi,city_Mumbai,city_Pune
0.9687735017178993,-0.10992868470543299,1.0209700013896748,-1.0726942034322926,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-1.8100012426684637,0.388380463441208,0.6987393234366983,0.34013978199054873,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1351410784019904,-0.05904105143914247,1.3790040880040928,0.34013978199054873,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.320392728027748,-0.5442597824248356,-1.3778583789269268,-0.013068714365161568,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.05011057122376712,-0.05904105143914247,0.5197222801294893,1.3997652710576798,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.8100012426684637,1.0473609539259738,-1.3778583789269268,-1.0726942034322926,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4130185528406267,-0.7883157949312517,0.770346140759582,-1.0726942034322926,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.23536222084952466,1.5525024903877034,-0.9840208836510668,-1.0726942034322926,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7835218520921419,-1.6711509379232918,-1.342054970265485,2.4593907601248106,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5056443776535055,0.4478064722419279,0.12588478485362936,1.75297376741339,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5321237682298274,-0.05904105143914247,0.018474558869303912,1.3997652710576798,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-0.1427363960366459,0.9195887160417785,-0.5901833883752069,-1.4259026997880029,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.04251525358911165,1.2718455918819387,-1.0198242923125087,-0.013068714365161568,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4394979434169486,-1.2307954086248325,-0.48277316239088147,1.3997652710576798,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.1540251513436568,-0.3548206261722857,-0.23214930176078877,0.34013978199054873,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.05011057122376712,0.3206414492480369,0.09008137619218753,-0.013068714365161568,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.5321237682298274,0.014017621665824058,-1.6284822395570195,-0.7194857070765822,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.5982702024663843,-1.8934322456946928,-1.7358924655413448,0.34013978199054873,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6984913449139185,-1.1865234452822757,-0.0173288497921379,-0.3662772107208719,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.8100012426684637,0.0681620286418409,1.52221772264986,1.3997652710576798,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.3279880456624034,-0.13768918007193945,-1.7716958742027866,0.34013978199054873,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.690896027279263,-1.2552363918200438,-1.1988413356197176,0.34013978199054873,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0689946441654337,0.6223104776348829,-0.6259867970366487,-0.7194857070765822,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.34687211860407,-0.16997746031628644,-0.6259867970366487,-0.7194857070765822,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4394979434169486,-0.05904105143914247,-0.16054248443790514,1.3997652710576798,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.4130185528406267,-0.08437958741364092,-1.4494651962498104,-1.0726942034322926,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.23536222084952466,0.2682734112172831,0.37650864548372204,-1.7791111961437132,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5982702024663843,0.14503904307361776,0.48391887146804746,-0.7194857070765822,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9687735017178993,0.09422980634517579,0.5913290974523729,-0.013068714365161568,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8837429945396761,-0.34999279009034634,0.2690984194993966,-1.0726942034322926,0.0,1.0,1.0,0.0,0.0,0.0,0.0
